Run Number,Word,Key,Reaction Time
5,OTHER,p,3.603103497999882
5,SELF,q,0.532158999999865
5,SELF,q,0.9458877370000209
5,ALONE,p,1.40666980900005
5,SELF,q,0.6486050549999618
5,DISGRACE,p,0.8815765439999268
5,SELF,q,0.6890988890002063
5,SELF,q,0.536034035999819
5,NERVOUS,q,1.165071388999877
5,OTHER,p,0.9050718710000183
5,SELF,q,2.087385786999903
5,ENEMY,p,3.053586378000091
5,MODEL,q,1.4447693740000886
5,SELF,q,0.6532950399998754
5,STRONG,q,1.1655459280000287
5,SELF,q,0.6655578489999243
5,SELF,q,0.4819498869999279
5,FUN,q,0.7376439769998342
5,OTHER,p,0.6065591080000559
5,TRAP,p,0.9528795849998914
5,SHY,q,1.6211031150000963
5,OTHER,p,0.622265404000018
5,BEAUTY,q,1.2398676049999722
5,OTHER,q,0.5765848339999593
5,SAD,p,2.876157051000064
5,INFERIOR,p,1.1948489820001669
5,AFRAID,p,1.7735319690000324
5,TRUST,q,1.0726769970001442
5,OTHER,p,1.3280072280001605
5,SUPERIOR,q,1.06910429200002
5,BRAVE,q,0.724824525999793
5,SELF,q,0.6183531540000331
5,OTHER,p,1.0920594229999097
5,OTHER,p,0.474795702999927
5,SCHOLAR,q,0.8584824010001739
5,OTHER,p,0.6825213600000097
5,VOMIT,p,1.2103662710001117
5,OTHER,p,1.3803669570002057
5,HELPFUL,q,1.167666416999964
5,ADMIRE,q,2.779053814000008
5,HERO,q,0.5657161760000236
5,SELF,q,0.690065094999909
5,OTHER,p,0.7288579020000725
5,SELF,q,0.662561002000075
5,LOVE,q,1.0068828650000796
5,SAFE,q,0.6328884160000143
5,SELF,q,0.7459988600000997
5,COWARD,p,1.1188978410000345
5,OTHER,p,0.8042993389999538
5,PROSPECT,q,2.4545078460000695
5,HONEST,q,0.5979645239999627
5,SELF,q,0.5210462299999108
5,HELPLESS,p,1.350544798999863
5,OTHER,p,1.146560141000009
5,IMPULSE,q,1.055283751000161
5,WEAK,p,0.9674083869999777
5,OTHER,q,0.6268919609999557
5,OTHER,p,0.9485040469999149
5,SELF,q,6.273027617000025
5,TROUBLE,p,1.646282551000013

Positive Word Reaction Time Average,Sum of Positive Reaction Time,No of correct keystorks
1.1422873465333245,34.26862039599973,30.0
Negative Word Reaction Time Average,Sum of Negative Reaction Time,No of correct keystorks
1.3102288859200144,32.75572214800036,25.0

3,VOMIT,p,0.08503438499997173
3,OTHER,q,3.4882938379998905
3,SELF,p,0.4668925630001013
3,TRUST,p,0.6028348219999771
3,SELF,p,0.43690855999989253
3,OTHER,q,1.9839029519998803
3,INTIMATE,p,0.8334169560000646
3,SELF,p,0.6828192960001616
3,ENEMY,q,0.6504002730000593
3,TERRIFIC,p,1.0277614760000233
3,OTHER,q,0.6848197879999134
3,SAFE,p,0.5795968800000537
3,SELF,p,0.4951846870001191
3,SELF,p,0.4301392099998793
3,BITTER,q,0.6240984249998291
3,DANGER,q,0.7378785890000472
3,OTHER,p,0.7828737009999713
3,OTHER,q,0.4660627140001452
3,IMPULSE,p,1.5636549989999367
3,OTHER,q,0.6302213239998764
3,SELF,p,0.5520107889999508
3,OTHER,q,0.7645957990000625
3,FREE,p,0.640696700000035
3,EMBARASS,q,1.017883157000142
3,SKEPTICAL,q,1.5800766879999628
3,OTHER,q,0.8865063289999853
3,KIND,p,0.5891734100000576
3,OTHER,q,0.7121725360000255
3,FUN,p,0.5503853510001591
3,BRAVE,p,0.6827737169999182
3,DISGRACE,q,0.7784784640000453
3,SELF,p,0.541899992000026
3,REGRET,q,4.310135973999877
3,OTHER,q,0.8316545560001032
3,HONEST,p,1.6818120210000416
3,LOVE,p,0.6320951600000626
3,ALONE,p,2.034847677000016
3,SELF,p,0.7548008940000273
3,HELPLESS,q,3.5452037649999966
3,PROUD,p,0.7946816999999555
3,OTHER,q,0.7975234420000561
3,FRIEND,p,0.6723065199998928
3,SELF,p,0.5678635110000414
3,TEACHER,p,0.6757002020001437
3,OTHER,p,0.7632656020000468
3,SUPERIOR,p,0.9035821100001158
3,SELF,p,1.590292829999953
3,SELF,p,0.45602021700005935
3,HERO,p,2.0094545350000317
3,SELF,p,1.0344322099999772
3,OTHER,q,1.9077931459999036
3,OTHER,q,0.4164654280000377
3,SELF,p,0.5543324150000899
3,OTHER,q,0.47860433300002114
3,TROUBLE,q,2.991883524999821
3,SELF,p,0.5842445670000416
3,HAPPY,p,0.7232872849999694
3,FAIL,q,2.1136499409999487
3,TRANQUIL,p,0.7584880029999113
3,SELF,p,1.0349190300000828

Positive Word Reaction Time Average,Sum of Positive Reaction Time,No of correct keystorks
0.7584853594516384,23.513046143000793,31.0
Negative Word Reaction Time Average,Sum of Negative Reaction Time,No of correct keystorks
1.4086219559130273,32.39830498599963,23.0

